09.10.2019 00:00, 7484.38
09.10.2019 00:15, 7470.93
09.10.2019 00:30, 7467.53
09.10.2019 00:45, 7467.90
09.10.2019 01:00, 7459.72
09.10.2019 01:15, 7444.89
09.10.2019 01:30, 7444.85
09.10.2019 01:45, 7441.39
09.10.2019 02:00, 7493.91
09.10.2019 02:15, 7493.91
09.10.2019 02:30, 7510.82
09.10.2019 02:45, 7515.25
09.10.2019 03:00, 7513.04
09.10.2019 03:15, 7513.04
09.10.2019 03:30, 7513.04
09.10.2019 03:45, 7513.04
09.10.2019 04:00, 7526.28
09.10.2019 04:15, 7526.28
09.10.2019 04:30, 7526.28
09.10.2019 04:45, 7503.86
09.10.2019 05:00, 7503.90
09.10.2019 05:15, 7485.91
09.10.2019 05:30, 7478.43
09.10.2019 05:45, 7454.46
09.10.2019 06:00, 7446.90
09.10.2019 06:15, 7449.90
09.10.2019 06:30, 7450.30
09.10.2019 06:45, 7454.23
09.10.2019 07:00, 7453.29
09.10.2019 07:15, 7453.29
09.10.2019 07:30, 7456.48
09.10.2019 07:45, 7454.89
09.10.2019 08:00, 7455.15
09.10.2019 08:15, 7457.98
09.10.2019 08:30, 7460.97
09.10.2019 08:45, 7460.27
09.10.2019 09:00, 7477.45
09.10.2019 09:15, 7468.20
09.10.2019 09:30, 7463.33
09.10.2019 09:45, 7470.25
09.10.2019 10:00, 7473.13
09.10.2019 10:15, 7475.44
09.10.2019 10:30, 7478.36
09.10.2019 10:45, 7473.56
09.10.2019 11:45, 7481.08
09.10.2019 12:00, 7481.38
09.10.2019 12:15, 7483.48
09.10.2019 12:30, 7489.53
09.10.2019 12:45, 7489.72
09.10.2019 13:00, 7498.61
09.10.2019 13:15, 7500.35
09.10.2019 13:30, 7503.89
09.10.2019 13:45, 7507.88
09.10.2019 14:00, 7515.90
09.10.2019 14:15, 7516.36
09.10.2019 14:30, 7516.70
09.10.2019 14:45, 7516.99
09.10.2019 15:00, 7516.14
09.10.2019 15:15, 7519.06
09.10.2019 15:30, 7518.86
09.10.2019 15:45, 7515.62
09.10.2019 16:00, 7518.18
09.10.2019 16:15, 7515.27
09.10.2019 16:30, 7571.16
09.10.2019 16:45, 7625.33
09.10.2019 17:00, 7637.75
09.10.2019 17:15, 7663.21
09.10.2019 17:30, 7692.87
09.10.2019 17:45, 7703.53
09.10.2019 18:00, 7718.06
09.10.2019 18:15, 7731.57
09.10.2019 18:30, 7739.72
09.10.2019 18:45, 7752.07
09.10.2019 19:00, 7759.89
09.10.2019 19:15, 7777.78
09.10.2019 19:30, 7809.11
09.10.2019 19:45, 7831.66
09.10.2019 20:00, 7843.52
09.10.2019 20:15, 7859.97
09.10.2019 20:30, 7875.12
09.10.2019 20:45, 7878.96
09.10.2019 21:00, 7888.40
09.10.2019 21:15, 7899.11
09.10.2019 21:30, 7897.79
09.10.2019 21:45, 7897.37
09.10.2019 22:00, 7895.93
09.10.2019 22:15, 7896.54
09.10.2019 22:30, 7898.03
09.10.2019 22:45, 7899.96
09.10.2019 23:00, 7897.18
09.10.2019 23:15, 7893.58
09.10.2019 23:30, 7893.61
09.10.2019 23:45, 7892.92
